Reg No,Expenditure Category,Election Period,sum_amount
CC10708,Food & Beverages,2008-2010,35.66
CC10708,Bank Charges & Adjustments,2010-2012,37.51
CC10711,Advertising,2008-2010,42.34
CC10711,Filing Fee,2008-2010,25
CC10712,Professional Services,2008-2010,700
CC10712,Office Supplies,2008-2010,10.03
CC10712,Other,2008-2010,895
CC10712,Advertising,2008-2010,16788.01
CC10712,Filing Fee,2008-2010,200
CC10712,Food & Beverages,2008-2010,161.57
CC10712,Contribution to Community Organization,2008-2010,25
CC10712,Advertising,2010-2012,2041.88
CC10713,Other,2008-2010,361.9
CC10713,Food & Beverages,2008-2010,348.7
CC10713,Postage/Mailing,2008-2010,1495.95
CC10713,"Surveys, Polls & Voter Lists",2008-2010,300
CC10713,Filing Fee,2008-2010,25
CC10713,Printing,2008-2010,1392.67
CC10713,Office Supplies,2008-2010,188.96
CC10713,Advertising,2008-2010,213.83
CC10713,Lease/Rent,2008-2010,37.7
CC10713,Food & Beverages,2010-2012,350.73
CC10713,"Surveys, Polls & Voter Lists",2010-2012,69
CC10713,Advertising,2010-2012,13.17
CC10713,Office Supplies,2010-2012,36.62
CC10713,Printing,2010-2012,1322.34
CC10713,Lease/Rent,2010-2012,3172.7
CC10713,Other,2010-2012,214.42
CC10713,Candidate Fundraiser Tickets,2012-2014,40
CC10714,Contribution to Political Party,2008-2010,31
CC10714,Candidate Fundraiser Tickets,2008-2010,35
CC10714,Bank Charges & Adjustments,2008-2010,19
CC10714,Professional Services,2008-2010,328.08
CC10714,Office Supplies,2008-2010,71.37
CC10714,Other,2008-2010,1471.49
CC10714,Printing,2008-2010,1411.02
CC10714,Food & Beverages,2008-2010,3425.42
CC10714,Filing Fee,2008-2010,250
CC10714,Advertising,2008-2010,14829.89
CC10715,Office Supplies,2010-2012,59.63
CC10715,Postage/Mailing,2010-2012,40.37
CC10716,Printing,2008-2010,2473
CC10716,Hawaii Election Campaign Fund,2008-2010,50
CC10717,Filing Fee,2008-2010,25
CC10717,Office Supplies,2008-2010,138.3
CC10717,Other,2008-2010,141.71
CC10717,Food & Beverages,2008-2010,531.45
CC10717,Postage/Mailing,2008-2010,424.6
CC10717,Advertising,2008-2010,3933.77
CC10717,Printing,2008-2010,512.3
CC10717,Bank Charges & Adjustments,2010-2012,15
CC10717,Bank Charges & Adjustments,2012-2014,197.55
CC10717,Bank Charges & Adjustments,2014-2016,298.1
CC10717,Other,2016-2018,1117.99
CC10718,Bank Charges & Adjustments,2008-2010,24.03
CC10718,Professional Services,2008-2010,50
CC10718,Food & Beverages,2008-2010,1381.34
CC10718,Advertising,2008-2010,426.83
CC10718,Other,2008-2010,190.19
CC10718,Filing Fee,2008-2010,25
CC10718,Office Supplies,2008-2010,506.65
CC10718,Printing,2008-2010,1721.58
CC10718,Contribution to Community Organization,2012-2014,184.38
CC10719,Travel & Lodging,2008-2010,408.21
CC10719,Advertising,2008-2010,3964.72
CC10719,Filing Fee,2008-2010,25
CC10719,Other,2008-2010,157.64
CC10719,Bank Charges & Adjustments,2008-2010,10
CC10719,Contribution to Community Organization,2010-2012,7.1
CC10721,Other,2008-2010,480.88
CC10721,Advertising,2008-2010,4397
CC10721,Printing,2008-2010,3602.09
CC10721,Postage/Mailing,2008-2010,1441.89
CC10722,Food & Beverages,2008-2010,161.1
CC10722,Bank Charges & Adjustments,2008-2010,34.89
CC10722,Advertising,2008-2010,4523.56
CC10722,Postage/Mailing,2008-2010,7325.15
CC10722,"Surveys, Polls & Voter Lists",2008-2010,668.88
CC10722,Filing Fee,2008-2010,250
CC10722,Office Supplies,2008-2010,91.17
CC10722,Printing,2008-2010,12934.24
CC10722,Professional Services,2008-2010,2045.29
CC10722,Other,2008-2010,1905.98
CC10722,Postage/Mailing,2010-2012,295
CC10722,Professional Services,2010-2012,2958.41
CC10722,Contribution to Community Organization,2012-2014,1000
CC10722,Professional Services,2012-2014,149.33
CC10723,Other,2008-2010,87.93
CC10723,Advertising,2008-2010,713.7
CC10723,Printing,2008-2010,1884.81
CC10723,Lease/Rent,2008-2010,425
CC10723,Food & Beverages,2008-2010,647.76
CC10723,Office Supplies,2008-2010,170.72
CC10723,Candidate Fundraiser Tickets,2010-2012,1250
CC10723,Advertising,2010-2012,405.27
CC10723,Travel & Lodging,2010-2012,404.91
CC10723,Other,2010-2012,580
CC10723,Filing Fee,2010-2012,150
CC10723,Contribution to Community Organization,2012-2014,84.9
CC10723,Bank Charges & Adjustments,2012-2014,5
CC10726,Other,2008-2010,82
CC10726,Bank Charges & Adjustments,2008-2010,18
CC10727,Food & Beverages,2008-2010,235.09
CC10727,Contribution to Community Organization,2008-2010,250
CC10727,Printing,2008-2010,360.4
CC10727,Advertising,2008-2010,1824.83
CC10727,Bank Charges & Adjustments,2008-2010,83.72
CC10728,Other,2008-2010,46.87
CC10728,Vehicle,2008-2010,248.5
CC10729,Advertising,2008-2010,431.25
CC10729,Bank Charges & Adjustments,2008-2010,50.79
CC10729,Postage/Mailing,2008-2010,95.2
CC10729,Printing,2008-2010,1841.24
CC10729,Food & Beverages,2010-2012,61.54
CC10729,Other,2010-2012,300
CC10730,Advertising,2008-2010,120.08
CC10731,Professional Services,2008-2010,166.67
CC10731,Bank Charges & Adjustments,2008-2010,124.39
CC10731,Postage/Mailing,2008-2010,3140.33
CC10731,Other,2008-2010,291.2
CC10731,Printing,2008-2010,2937.08
CC10731,Candidate Fundraiser Tickets,2008-2010,340
CC10731,Travel & Lodging,2008-2010,354.8
CC10731,Filing Fee,2008-2010,250
CC10731,Food & Beverages,2008-2010,1288.22
CC10731,Lease/Rent,2008-2010,40
CC10731,Advertising,2008-2010,7501.74
CC10731,Hawaii Election Campaign Fund,2010-2012,200
CC10732,Postage/Mailing,2008-2010,3436.3
CC10732,Food & Beverages,2008-2010,315.69
CC10732,Printing,2008-2010,5319.8
CC10732,Other,2008-2010,2478.21
CC10733,Food & Beverages,2008-2010,474.6
CC10733,Filing Fee,2008-2010,250
CC10733,"Surveys, Polls & Voter Lists",2008-2010,261.78
CC10733,Professional Services,2008-2010,1228.5
CC10733,Other,2008-2010,797.28
CC10733,Printing,2008-2010,6967.97
CC10733,Bank Charges & Adjustments,2010-2012,10
CC10734,Advertising,2008-2010,524.03
CC10735,Vehicle,2008-2010,25
CC10735,Printing,2008-2010,50
CC10735,Office Supplies,2008-2010,50
CC10735,Advertising,2008-2010,100
CC10735,Filing Fee,2008-2010,25
CC10736,Food & Beverages,2008-2010,253.92
CC10736,Other,2008-2010,105.05
CC10736,Printing,2008-2010,1210.16
CC10736,Advertising,2008-2010,3882.85
CC10736,Other,2010-2012,498.81
CC10737,Travel & Lodging,2008-2010,444.57
CC10737,Filing Fee,2008-2010,25
CC10737,Professional Services,2008-2010,700
CC10737,Candidate Fundraiser Tickets,2008-2010,192.41
CC10737,Office Supplies,2008-2010,164.77
CC10737,Bank Charges & Adjustments,2008-2010,20.5
CC10737,Food & Beverages,2008-2010,2250
CC10737,Advertising,2008-2010,9109.41
CC10737,Postage/Mailing,2008-2010,5331.7
CC10737,Printing,2008-2010,2640.48
CC10737,Other,2008-2010,400.23
CC10737,Advertising,2010-2012,74.45
CC10737,Food & Beverages,2010-2012,158.68
CC10737,Other,2010-2012,100.55
CC10737,Food & Beverages,2012-2014,6222.68
CC10737,Other,2012-2014,250
CC10737,Bank Charges & Adjustments,2012-2014,198.28
CC10737,Printing,2012-2014,1241.53
CC10737,Advertising,2012-2014,7233.77
CC10737,Filing Fee,2012-2014,175
CC10737,Advertising,2014-2016,-850
CC10738,Advertising,2008-2010,358.31
CC10738,Contribution to Community Organization,2010-2012,491.69
CC10738,Bank Charges & Adjustments,2010-2012,75
CC10738,Other,2010-2012,-531.69
CC10739,Advertising,2008-2010,711.52
CC10739,Filing Fee,2008-2010,25
CC10739,Other,2008-2010,93.94
CC10739,Office Supplies,2008-2010,193.55
CC10739,Contribution to Community Organization,2008-2010,25
CC10739,Printing,2008-2010,803.08
CC10740,Filing Fee,2008-2010,25
CC10740,Advertising,2008-2010,1750.24
CC10743,Contribution to Community Organization,2008-2010,10
CC10743,Office Supplies,2008-2010,275.38
CC10743,Contribution to Political Party,2008-2010,80
CC10743,Printing,2008-2010,402.09
CC10743,Filing Fee,2008-2010,250
CC10743,Advertising,2008-2010,224.72
CC10743,Bank Charges & Adjustments,2010-2012,2.75
CC10743,Vehicle,2010-2012,5
CC10743,Food & Beverages,2010-2012,3.85
CC10743,Advertising,2010-2012,9.4
CC10743,Postage/Mailing,2010-2012,3.29
CC10743,Contribution to Political Party,2010-2012,50
CC10743,Printing,2010-2012,166.21
CC10743,Other,2010-2012,31.88
CC10743,Postage/Mailing,2012-2014,1199.63
CC10743,Bank Charges & Adjustments,2012-2014,34.38
CC10743,Lease/Rent,2012-2014,1000
CC10743,Candidate Fundraiser Tickets,2012-2014,20
CC10743,Vehicle,2012-2014,58.36
CC10743,Filing Fee,2012-2014,250
CC10743,Other,2012-2014,385.01
CC10743,Food & Beverages,2012-2014,1308.9
CC10743,Professional Services,2012-2014,1027.26
CC10743,Printing,2012-2014,6349.73
CC10743,Postage/Mailing,2014-2016,15.99
CC10743,Bank Charges & Adjustments,2014-2016,46
CC10743,Printing,2014-2016,170
CC10743,Vehicle,2014-2016,11.7
CC10743,Food & Beverages,2014-2016,16.73
CC10746,Contribution to Community Organization,2008-2010,25
CC10746,Other,2008-2010,5080
CC10746,Insurance,2008-2010,637.5
CC10746,Lease/Rent,2008-2010,3509.5
CC10746,Printing,2008-2010,1470.65
CC10746,Advertising,2008-2010,77948.52
CC10746,Office Supplies,2008-2010,40.12
CC10746,Professional Services,2008-2010,110.41
CC10746,Food & Beverages,2008-2010,2412
CC10746,Postage/Mailing,2008-2010,997.2
CC10746,Bank Charges & Adjustments,2008-2010,190.27
CC10746,Professional Services,2010-2012,300
CC10746,Hawaii Election Campaign Fund,2010-2012,4000
CC10746,Contribution to Community Organization,2010-2012,25
CC10746,Utilities,2010-2012,801.81
CC10746,Filing Fee,2010-2012,265
CC10746,Insurance,2010-2012,878.08
CC10746,Durable Assets,2010-2012,397.89
CC10746,Other,2010-2012,18119.97
CC10746,Office Supplies,2010-2012,479.03
CC10746,Advertising,2010-2012,105507.71
CC10746,Food & Beverages,2010-2012,12909.68
CC10746,Postage/Mailing,2010-2012,3981
CC10746,Bank Charges & Adjustments,2010-2012,311.12
CC10746,Lease/Rent,2010-2012,9588.25
CC10746,Printing,2010-2012,15379.77
CC10746,Durable Assets,2012-2014,1473.45
CC10746,Printing,2012-2014,2387.3
CC10746,Utilities,2012-2014,423.48
CC10746,Insurance,2012-2014,125
CC10746,Advertising,2012-2014,8387.65
CC10746,Other,2012-2014,3003.2
CC10746,Office Supplies,2012-2014,61.9
CC10746,Postage/Mailing,2012-2014,2065
CC10746,Bank Charges & Adjustments,2012-2014,89.88
CC10746,Lease/Rent,2012-2014,2173
CC10746,Hawaii Election Campaign Fund,2014-2016,1000
CC10746,Printing,2014-2016,1752.14
CC10746,Postage/Mailing,2014-2016,1087
CC10746,Insurance,2014-2016,883.1
CC10746,Office Supplies,2014-2016,297.18
CC10746,Lease/Rent,2014-2016,3609.8
CC10746,Other,2014-2016,2239.08
CC10746,Advertising,2014-2016,55757.68
CC10746,Professional Services,2014-2016,1534.84
CC10746,Bank Charges & Adjustments,2014-2016,108.14
CC10746,Filing Fee,2014-2016,250
CC10746,Food & Beverages,2014-2016,2865.55
CC10746,Printing,2016-2018,26.13
CC10746,Advertising,2016-2018,858.64
CC10746,Lease/Rent,2016-2018,200
CC10746,Office Supplies,2016-2018,988.57
CC10746,Other,2016-2018,2705.27
CC10747,Professional Services,2008-2010,63
CC10747,Other,2008-2010,96.17
CC10747,Advertising,2008-2010,102.6
CC10747,Office Supplies,2008-2010,82.08
CC10747,Filing Fee,2008-2010,250
CC10747,Printing,2008-2010,434.1
CC10747,Contribution to Community Organization,2010-2012,72.05
CC10748,Durable Assets,2008-2010,35.99
CC10748,Other,2008-2010,538.86
CC10748,Office Supplies,2008-2010,129.67
CC10748,Food & Beverages,2008-2010,51.95
CC10748,Postage/Mailing,2008-2010,87.5
CC10748,Printing,2008-2010,1835.8
CC10749,Filing Fee,2008-2010,50
CC10749,Printing,2008-2010,750.21
CC10749,Food & Beverages,2010-2012,350
CC10750,Office Supplies,2008-2010,150
CC10750,Professional Services,2010-2012,150
CC10750,Travel & Lodging,2010-2012,157.34
CC10750,Bank Charges & Adjustments,2010-2012,3
CC10750,Vehicle,2010-2012,181.74
CC10750,Food & Beverages,2010-2012,38.78
CC10750,Other,2010-2012,150
CC10750,Office Supplies,2010-2012,22.55
CC10750,Vehicle,2012-2014,67.02
CC10750,Food & Beverages,2012-2014,2.9
CC10750,Office Supplies,2012-2014,8.93
CC10750,Bank Charges & Adjustments,2012-2014,22.65
CC10751,Advertising,2008-2010,849.93
CC10751,Other,2008-2010,25
CC10751,Contribution to Political Party,2010-2012,113.57
CC10752,Postage/Mailing,2008-2010,87.5
CC10752,Bank Charges & Adjustments,2008-2010,12.71
CC10752,Other,2008-2010,25
CC10752,Printing,2008-2010,1312.68
CC10752,Professional Services,2008-2010,78.04
CC10752,Advertising,2008-2010,1333.74
CC10752,Postage/Mailing,2010-2012,4609.33
CC10752,Bank Charges & Adjustments,2010-2012,67.48
CC10752,Filing Fee,2010-2012,250
CC10752,Hawaii Election Campaign Fund,2010-2012,1320
CC10752,Printing,2010-2012,2098.62
CC10752,Professional Services,2010-2012,2285.2
CC10752,Advertising,2010-2012,20529.63
CC10752,Travel & Lodging,2010-2012,2339.86
CC10752,Other,2010-2012,11076.3
CC10752,Food & Beverages,2010-2012,1433.22
CC10752,Office Supplies,2010-2012,221.27
CC10752,Bank Charges & Adjustments,2012-2014,71.95
CC10752,Filing Fee,2012-2014,25
CC10752,"Surveys, Polls & Voter Lists",2012-2014,75
CC10752,Printing,2012-2014,629.68
CC10752,Contribution to Political Party,2012-2014,100
CC10752,Other,2012-2014,188.54
CC10752,Professional Services,2012-2014,2633.5
CC10752,Hawaii Election Campaign Fund,2012-2014,510.04
CC10752,Advertising,2012-2014,4811.55
CC10752,Travel & Lodging,2012-2014,1339.77
CC10752,Food & Beverages,2012-2014,491.64
CC10752,Postage/Mailing,2012-2014,292.22
CC10752,Other,2014-2016,46.71
CC10752,Bank Charges & Adjustments,2014-2016,20
CC10752,Advertising,2014-2016,3962.32
CC10752,Contribution to Political Party,2014-2016,75
CC10752,Food & Beverages,2014-2016,300
CC10753,Postage/Mailing,2008-2010,5902.39
CC10753,"Surveys, Polls & Voter Lists",2008-2010,811.06
CC10753,Office Supplies,2008-2010,20.07
CC10753,Bank Charges & Adjustments,2008-2010,39.95
CC10753,Other,2008-2010,56.02
CC10753,Printing,2008-2010,5051.88
CC10753,"Surveys, Polls & Voter Lists",2010-2012,505.52
CC10753,Bank Charges & Adjustments,2010-2012,40
CC10753,Printing,2010-2012,10421.74
CC10755,Food & Beverages,2008-2010,699.53
CC10755,Office Supplies,2008-2010,73.43
CC10755,Other,2008-2010,86.6
CC10755,Advertising,2008-2010,10990.06
CC10755,Advertising,2010-2012,549.74
CC10755,Bank Charges & Adjustments,2010-2012,505
CC10756,Other,2008-2010,0
CC10759,Advertising,2008-2010,1717.98
CC10759,Bank Charges & Adjustments,2008-2010,507
CC10759,Printing,2008-2010,4030.29
CC10759,Office Supplies,2008-2010,1003.5
CC10759,Vehicle,2008-2010,6438.31
CC10759,Travel & Lodging,2008-2010,95
CC10759,Food & Beverages,2008-2010,1412.22
CC10759,Professional Services,2008-2010,2291.55
CC10759,Postage/Mailing,2008-2010,401
CC10759,Other,2008-2010,974.15
CC10759,Utilities,2008-2010,235.83
CC10760,Office Supplies,2008-2010,325.94
CC10760,Postage/Mailing,2008-2010,6306.11
CC10760,Durable Assets,2008-2010,1358.06
CC10760,Food & Beverages,2008-2010,1662.8
CC10760,Other,2008-2010,2986.48
CC10760,Advertising,2008-2010,19713.81
CC10760,Durable Assets,2010-2012,764.38
CC10760,Taxes,2010-2012,448.91
CC10760,Travel & Lodging,2010-2012,1232.6
CC10760,Filing Fee,2010-2012,250
CC10760,Utilities,2010-2012,209.41
CC10760,Postage/Mailing,2010-2012,75.75
CC10760,Bank Charges & Adjustments,2010-2012,15
CC10760,Vehicle,2010-2012,72.88
CC10760,Lease/Rent,2010-2012,1244.14
CC10760,Contribution to Community Organization,2010-2012,748
CC10760,Professional Services,2010-2012,1350.1
CC10760,Printing,2010-2012,8514.46
CC10760,Food & Beverages,2010-2012,5838.46
CC10760,Office Supplies,2010-2012,1974
CC10760,Advertising,2010-2012,22395.46
CC10760,Other,2010-2012,6879.72
CC10760,Travel & Lodging,2012-2014,517.54
CC10760,Office Supplies,2012-2014,66.42
CC10760,Postage/Mailing,2012-2014,21.9
CC10760,Contribution to Political Party,2012-2014,500
CC10760,Food & Beverages,2012-2014,63.34
CC10760,Bank Charges & Adjustments,2012-2014,10
CC10760,Contribution to Community Organization,2012-2014,2100
CC10760,Printing,2012-2014,62.82
CC10760,Advertising,2012-2014,738.22
CC10760,Other,2012-2014,1511.39
CC10761,Printing,2008-2010,157.07
CC10761,Filing Fee,2008-2010,250
CC10762,Advertising,2008-2010,702
CC10762,"Surveys, Polls & Voter Lists",2008-2010,50
CC10762,Office Supplies,2008-2010,44.64
CC10762,Other,2010-2012,200
CC10762,Bank Charges & Adjustments,2012-2014,50
CC10762,Hawaii Election Campaign Fund,2012-2014,21.36
CC10763,Food & Beverages,2008-2010,156.2
CC10763,Food & Beverages,2010-2012,43
CC10764,Printing,2008-2010,800
CC10764,Advertising,2008-2010,311.36
CC10765,Postage/Mailing,2008-2010,132
CC10765,Filing Fee,2008-2010,25
CC10765,Professional Services,2008-2010,5
CC10765,Printing,2008-2010,286
CC10765,Advertising,2008-2010,52
CC10766,Bank Charges & Adjustments,2008-2010,18
CC10766,Food & Beverages,2008-2010,109.37
CC10766,Printing,2008-2010,1819.39
CC10766,Hawaii Election Campaign Fund,2010-2012,675
CC10766,Food & Beverages,2010-2012,120
CC10766,Other,2012-2014,273.24
CC10767,Food & Beverages,2008-2010,190.22
CC10767,Bank Charges & Adjustments,2008-2010,15
CC10767,Advertising,2008-2010,1794.78
CC10767,Other,2008-2010,1100
CC10768,Advertising,2008-2010,1732.9
CC10768,Hawaii Election Campaign Fund,2010-2012,143.97
CC10768,Hawaii Election Campaign Fund,2012-2014,200
CC10769,Advertising,2008-2010,10249
CC10770,Advertising,2008-2010,146
CC10771,Printing,2008-2010,2000
CC10771,Bank Charges & Adjustments,2008-2010,18
CC10771,Advertising,2008-2010,3575.25
CC10771,Other,2008-2010,187.67
CC10771,Travel & Lodging,2008-2010,73.4
CC10771,Food & Beverages,2008-2010,41.89
CC10771,Postage/Mailing,2008-2010,895.84
CC10772,Advertising,2008-2010,169.01
CC10772,Contribution to Community Organization,2010-2012,36.99
CC10774,Food & Beverages,2008-2010,750
CC10774,Utilities,2008-2010,149.85
CC10774,Printing,2008-2010,653.55
CC10774,Other,2008-2010,269.04
CC10774,Advertising,2008-2010,1132.98
CC10774,Other,2010-2012,269.63
CC10774,Utilities,2010-2012,49.95
CC10775,Postage/Mailing,2008-2010,191.47
CC10775,Advertising,2008-2010,478.53
CC10776,Bank Charges & Adjustments,2008-2010,28
CC10776,Printing,2008-2010,1955.89
CC10776,Other,2008-2010,632.01
CC10776,Advertising,2008-2010,8224.86
CC10776,Food & Beverages,2010-2012,938
CC10776,Professional Services,2010-2012,200
CC10776,Bank Charges & Adjustments,2010-2012,100
CC10776,Other,2010-2012,911.24
CC10777,Bank Charges & Adjustments,2008-2010,10
CC10777,Food & Beverages,2008-2010,221.99
CC10777,Printing,2008-2010,409.33
CC10777,Advertising,2008-2010,6810.18
CC10777,Other,2008-2010,381.17
CC10777,Bank Charges & Adjustments,2010-2012,100
CC10777,Food & Beverages,2010-2012,1120.97
CC10777,Other,2010-2012,3446.36
CC10779,Bank Charges & Adjustments,2008-2010,18
CC10779,Office Supplies,2008-2010,14.97
CC10779,Printing,2008-2010,1425.37
CC10779,Filing Fee,2008-2010,250
CC10779,Food & Beverages,2008-2010,220.63
CC10779,Advertising,2008-2010,1335.07
CC10781,Advertising,2008-2010,5192.67
CC10781,Postage/Mailing,2008-2010,5250
CC10781,Professional Services,2008-2010,750
CC10781,Food & Beverages,2008-2010,5130.36
CC10781,Bank Charges & Adjustments,2008-2010,74
CC10781,Postage/Mailing,2010-2012,306.39
CC10781,Bank Charges & Adjustments,2010-2012,100
CC10781,Contribution to Community Organization,2010-2012,545.95
CC10781,Professional Services,2010-2012,250
CC10782,Food & Beverages,2008-2010,308.8
CC10782,Advertising,2008-2010,4858.11
CC10783,Professional Services,2008-2010,2277.99
CC10783,Advertising,2008-2010,2586.59
CC10783,Other,2008-2010,80.25
CC10783,Printing,2008-2010,816.75
CC10783,Food & Beverages,2008-2010,572.86
CC10783,Postage/Mailing,2008-2010,36.42
CC10784,Postage/Mailing,2010-2012,11538.9
CC10784,Other,2010-2012,140
CC10784,Hawaii Election Campaign Fund,2010-2012,16.72
CC10784,Printing,2010-2012,2722.46
CC10784,Advertising,2010-2012,6710.75
CC10784,Professional Services,2010-2012,2975
CC10786,Printing,2008-2010,146.59
CC10786,Filing Fee,2008-2010,25
CC10788,"Surveys, Polls & Voter Lists",2010-2012,218.04
CC10788,Vehicle,2010-2012,108.57
CC10788,Hawaii Election Campaign Fund,2010-2012,590
CC10788,Contribution to Community Organization,2010-2012,150
CC10788,Bank Charges & Adjustments,2010-2012,70
