expenditure_category,election_period,amount,reg_no,id
Food & Beverages,2008-2010,4744.80,CC10654,5513
Advertising,2008-2010,9149.35,CC10654,5514
Other,2008-2010,6581.65,CC10654,5515
Postage/Mailing,2008-2010,116.26,CC10654,5516
Food & Beverages,2010-2012,6.48,CC10941,5517
Contribution to Community Organization,2010-2012,10.00,CC10941,5518
Office Supplies,2010-2012,40.61,CC10941,5519
Contribution to Political Party,2010-2012,35.00,CC10941,5520
Advertising,2010-2012,452.67,CC10941,5521
Bank Charges & Adjustments,2012-2014,30.00,CC10941,5522
Other,2010-2012,588.46,CC10941,5523
Other,2012-2014,51.35,CC10941,5524
Filing Fee,2010-2012,25.00,CC10981,5525
Travel & Lodging,2010-2012,1341.00,CC10981,5526
Printing,2010-2012,2366.00,CC10981,5527
Bank Charges & Adjustments,2010-2012,21.00,CC10981,5528
Food & Beverages,2010-2012,75.00,CC10981,5529
Lease/Rent,2010-2012,2425.00,CC10981,5530
Advertising,2010-2012,17953.64,CC10981,5531
Professional Services,2012-2014,547.28,CC10981,5532
Advertising,2008-2010,600.08,CC10406,5533
Bank Charges & Adjustments,2012-2014,12.00,CC10406,5534
Bank Charges & Adjustments,2010-2012,32.00,CC10406,5535
Bank Charges & Adjustments,2008-2010,12.00,CC10406,5536
Postage/Mailing,2006-2008,19.50,CC10406,5537
Advertising,2006-2008,5928.74,CC10406,5538
Advertising,2010-2012,2708.46,CC10406,5539
Food & Beverages,2010-2012,1950.68,CC10406,5540
Postage/Mailing,2008-2010,117.00,CC10406,5541
Lease/Rent,2006-2008,283.50,CC10223,5542
Insurance,2006-2008,277.40,CC10223,5543
Contribution to Political Party,2008-2010,25000.00,CC10223,5544
Professional Services,2008-2010,5513.85,CC10223,5545
Filing Fee,2006-2008,1500.00,CC10223,5546
Printing,2006-2008,93.76,CC10223,5547
Employee Services,2006-2008,48796.18,CC10223,5548
Office Supplies,2006-2008,30.97,CC10223,5549
Postage/Mailing,2006-2008,5.00,CC10223,5550
Hawaii Election Campaign Fund,2008-2010,1500.00,CC10223,5551
Hawaii Election Campaign Fund,2006-2008,350.00,CC10223,5552
Utilities,2008-2010,57.40,CC10223,5553
Travel & Lodging,2006-2008,2762.42,CC10223,5554
Food & Beverages,2006-2008,31766.97,CC10223,5555
Advertising,2006-2008,15268.22,CC10223,5556
Vehicle,2006-2008,491.49,CC10223,5557
Contribution to Community Organization,2008-2010,6000.00,CC10223,5558
"Surveys, Polls & Voter Lists",2008-2010,28046.00,CC10223,5559
"Surveys, Polls & Voter Lists",2006-2008,31987.00,CC10223,5560
Professional Services,2006-2008,33568.79,CC10223,5561
Taxes,2006-2008,26644.10,CC10223,5562
Utilities,2006-2008,532.29,CC10223,5563
Bank Charges & Adjustments,2006-2008,5135.52,CC10223,5564
Other,2006-2008,31433.84,CC10223,5565
Other,2008-2010,4997.57,CC10223,5566
Candidate Fundraiser Tickets,2008-2010,53750.00,CC10223,5567
Candidate Fundraiser Tickets,2006-2008,19300.00,CC10223,5568
Contribution to Community Organization,2006-2008,6000.00,CC10223,5569
Professional Services,2008-2010,26.00,CC10653,5570
Travel & Lodging,2008-2010,60.00,CC10653,5571
Filing Fee,2008-2010,25.00,CC10653,5572
Other,2008-2010,39.00,CC10653,5573
Postage/Mailing,2010-2012,4932.90,CC10869,5574
Filing Fee,2010-2012,250.00,CC10869,5575
Professional Services,2010-2012,4568.80,CC10869,5576
Printing,2010-2012,3445.02,CC10869,5577
Contribution to Community Organization,2010-2012,485.00,CC10869,5578
Advertising,2010-2012,5278.99,CC10869,5579
Other,2010-2012,307.74,CC10869,5580
Other,2008-2010,334.82,CC10560,5581
Food & Beverages,2008-2010,11.02,CC10560,5582
Bank Charges & Adjustments,2008-2010,24.99,CC10560,5583
Vehicle,2008-2010,303.75,CC10560,5584
Utilities,2008-2010,348.39,CC10560,5585
Postage/Mailing,2008-2010,2067.16,CC10560,5586
Advertising,2008-2010,3512.97,CC10560,5587
Printing,2008-2010,2919.15,CC10560,5588
Advertising,2012-2014,444.00,CC10794,5589
Postage/Mailing,2012-2014,35.28,CC10794,5590
Bank Charges & Adjustments,2010-2012,8.23,CC10794,5591
Vehicle,2010-2012,122.27,CC10794,5592
Filing Fee,2010-2012,50.00,CC10794,5593
Printing,2010-2012,6589.40,CC10794,5594
Office Supplies,2010-2012,162.51,CC10794,5595
Postage/Mailing,2010-2012,2439.08,CC10794,5596
Contribution to Political Party,2012-2014,75.00,CC10794,5597
Advertising,2010-2012,59.64,CC10794,5598
Professional Services,2012-2014,113.05,CC10794,5599
Contribution to Community Organization,2012-2014,30.00,CC10794,5600
Other,2010-2012,457.51,CC10794,5601
Hawaii Election Campaign Fund,2010-2012,200.00,CC10794,5602
Office Supplies,2012-2014,161.95,CC10794,5603
Food & Beverages,2010-2012,273.95,CC10794,5604
Professional Services,2010-2012,146.41,CC10794,5605
Filing Fee,2008-2010,250.00,CC10571,5606
Filing Fee,2010-2012,250.00,CC10571,5607
Durable Assets,2010-2012,453.55,CC10571,5608
Printing,2010-2012,10734.59,CC10571,5609
Food & Beverages,2008-2010,162.00,CC10571,5610
Food & Beverages,2010-2012,1969.28,CC10571,5611
Office Supplies,2008-2010,625.09,CC10571,5612
Printing,2008-2010,11694.46,CC10571,5613
Other,2010-2012,3251.49,CC10571,5614
Office Supplies,2010-2012,482.49,CC10571,5615
Other,2008-2010,4028.19,CC10571,5616
Postage/Mailing,2010-2012,8350.80,CC10571,5617
Postage/Mailing,2008-2010,360.80,CC10571,5618
"Surveys, Polls & Voter Lists",2010-2012,523.56,CC10861,5619
Food & Beverages,2010-2012,13.18,CC10861,5620
Filing Fee,2010-2012,255.00,CC10861,5621
Postage/Mailing,2010-2012,14353.20,CC10861,5622
Office Supplies,2010-2012,37.43,CC10861,5623
Printing,2010-2012,4762.06,CC10861,5624
Other,2012-2014,572.00,CC10861,5625
Hawaii Election Campaign Fund,2012-2014,17.00,CC10861,5626
Contribution to Political Party,2012-2014,100.00,CC10861,5627
Professional Services,2010-2012,53.55,CC10861,5628
Bank Charges & Adjustments,2012-2014,6.03,CC10861,5629
Bank Charges & Adjustments,2010-2012,117.16,CC10861,5630
Advertising,2010-2012,12776.45,CC10861,5631
Other,2010-2012,135.28,CC10861,5632
Professional Services,2006-2008,75.00,CC10186,5633
Lease/Rent,2012-2014,186.00,CC10186,5634
Postage/Mailing,2010-2012,2905.60,CC10186,5635
Postage/Mailing,2012-2014,6375.76,CC10186,5636
Postage/Mailing,2006-2008,6108.84,CC10186,5637
"Surveys, Polls & Voter Lists",2008-2010,193.46,CC10186,5638
Lease/Rent,2006-2008,1436.24,CC10186,5639
Candidate Fundraiser Tickets,2008-2010,4000.00,CC10186,5640
Utilities,2006-2008,718.12,CC10186,5641
Utilities,2010-2012,250.38,CC10186,5642
Utilities,2008-2010,746.84,CC10186,5643
Candidate Fundraiser Tickets,2010-2012,4000.00,CC10186,5644
Contribution to Community Organization,2012-2014,500.00,CC10186,5645
Other,2012-2014,2000.00,CC10186,5646
Professional Services,2008-2010,337.95,CC10186,5647
Lease/Rent,2008-2010,1590.54,CC10186,5648
Postage/Mailing,2008-2010,11977.37,CC10186,5649
Printing,2012-2014,2793.20,CC10186,5650
Printing,2010-2012,2144.14,CC10186,5651
Printing,2008-2010,7703.92,CC10186,5652
"Surveys, Polls & Voter Lists",2006-2008,425.03,CC10186,5653
Contribution to Community Organization,2006-2008,1584.38,CC10186,5654
Lease/Rent,2010-2012,646.17,CC10186,5655
Durable Assets,2008-2010,1596.86,CC10186,5656
Durable Assets,2006-2008,1937.94,CC10186,5657
Other,2010-2012,1728.39,CC10186,5658
Food & Beverages,2012-2014,12026.44,CC10186,5659
Candidate Fundraiser Tickets,2012-2014,600.00,CC10186,5660
Other,2008-2010,3663.34,CC10186,5661
Office Supplies,2010-2012,43.84,CC10186,5662
Contribution to Community Organization,2010-2012,1751.04,CC10186,5663
Food & Beverages,2008-2010,5043.01,CC10186,5664
Contribution to Political Party,2008-2010,100.00,CC10186,5665
Bank Charges & Adjustments,2012-2014,23.50,CC10186,5666
Candidate Fundraiser Tickets,2006-2008,2850.00,CC10186,5667
Contribution to Community Organization,2008-2010,2505.33,CC10186,5668
Contribution to Political Party,2006-2008,8410.00,CC10186,5669
Food & Beverages,2010-2012,8669.83,CC10186,5670
Food & Beverages,2006-2008,5685.27,CC10186,5671
Office Supplies,2006-2008,232.47,CC10186,5672
Other,2006-2008,5517.63,CC10186,5673
Filing Fee,2008-2010,250.00,CC10186,5674
Filing Fee,2010-2012,250.00,CC10186,5675
Printing,2006-2008,2976.96,CC10186,5676
Filing Fee,2006-2008,250.00,CC10186,5677
Office Supplies,2008-2010,209.55,CC10658,5678
Filing Fee,2008-2010,250.00,CC10658,5679
"Surveys, Polls & Voter Lists",2008-2010,287.95,CC10658,5680
Travel & Lodging,2008-2010,168.39,CC10658,5681
Postage/Mailing,2008-2010,1295.62,CC10658,5682
Printing,2008-2010,4769.24,CC10658,5683
Bank Charges & Adjustments,2010-2012,15.00,CC10658,5684
Bank Charges & Adjustments,2008-2010,48.00,CC10658,5685
Advertising,2008-2010,5921.09,CC10658,5686
Professional Services,2008-2010,995.20,CC10658,5687
Other,2008-2010,280.00,CC10658,5688
Bank Charges & Adjustments,2012-2014,0.29,CC10992,5689
Professional Services,2012-2014,95.76,CC10992,5690
Candidate Fundraiser Tickets,2008-2010,870.00,CC10465,5691
Other,2010-2012,1354.00,CC10465,5692
Contribution to Community Organization,2010-2012,492.94,CC10465,5693
Candidate Fundraiser Tickets,2012-2014,940.80,CC10992,5694
Food & Beverages,2012-2014,750.00,CC10992,5695
Postage/Mailing,2010-2012,3530.38,CC10903,5696
Food & Beverages,2010-2012,438.86,CC10903,5697
Advertising,2010-2012,130.00,CC10903,5698
Other,2010-2012,1862.62,CC10903,5699
Professional Services,2010-2012,420.68,CC10872,5700
Contribution to Political Party,2010-2012,50.00,CC10872,5701
Other,2010-2012,200.00,CC10872,5702
Office Supplies,2010-2012,53.05,CC10872,5703
Printing,2010-2012,336.84,CC10872,5704
Lease/Rent,2010-2012,357.75,CC10872,5705
Bank Charges & Adjustments,2010-2012,17.95,CC10872,5706
Other,2008-2010,104.00,CC10567,5707
Food & Beverages,2008-2010,1663.43,CC10567,5708
Filing Fee,2008-2010,250.00,CC10567,5709
Advertising,2008-2010,940.50,CC10567,5710
Other,2010-2012,2031.75,CC10567,5711
Printing,2008-2010,5685.32,CC10567,5712
Professional Services,2008-2010,3000.00,CC10567,5713
Food & Beverages,2010-2012,552.65,CC10354,5714
Food & Beverages,2006-2008,125.47,CC10354,5715
Other,2008-2010,350.00,CC10354,5716
Hawaii Election Campaign Fund,2012-2014,0.37,CC10354,5717
Contribution to Community Organization,2006-2008,75.00,CC10354,5718
Contribution to Community Organization,2012-2014,2679.90,CC10354,5719
Advertising,2008-2010,664.97,CC10354,5720
Food & Beverages,2008-2010,53.49,CC10354,5721
Printing,2006-2008,85.05,CC10354,5722
Advertising,2006-2008,1062.94,CC10354,5723
Taxes,2008-2010,4.68,CC10354,5724
Taxes,2006-2008,93.08,CC10354,5725
Other,2012-2014,2000.00,CC10354,5726
Bank Charges & Adjustments,2012-2014,0.02,CC10354,5727
Bank Charges & Adjustments,2006-2008,11.25,CC10354,5728
Filing Fee,2006-2008,250.00,CC10354,5729
Filing Fee,2008-2010,250.00,CC10354,5730
Postage/Mailing,2006-2008,41.00,CC10354,5731
Professional Services,2006-2008,2276.29,CC10317,5732
Postage/Mailing,2008-2010,49.38,CC10317,5733
Food & Beverages,2006-2008,723.38,CC10317,5734
Food & Beverages,2012-2014,306.52,CC10317,5735
Travel & Lodging,2006-2008,1321.98,CC10317,5736
Printing,2006-2008,5614.22,CC10317,5737
Advertising,2006-2008,2357.49,CC10317,5738
Office Supplies,2006-2008,111.25,CC10317,5739
Travel & Lodging,2008-2010,3874.44,CC10317,5740
Vehicle,2006-2008,1355.50,CC10317,5741
Postage/Mailing,2006-2008,1624.84,CC10317,5742
Bank Charges & Adjustments,2006-2008,42.50,CC10317,5743
Filing Fee,2008-2010,200.00,CC10317,5744
Bank Charges & Adjustments,2008-2010,138.19,CC10317,5745
Filing Fee,2006-2008,250.00,CC10317,5746
Professional Services,2008-2010,300.00,CC10317,5747
Other,2008-2010,172.03,CC10317,5748
Food & Beverages,2008-2010,1794.44,CC10317,5749
Vehicle,2008-2010,1052.22,CC10317,5750
Office Supplies,2008-2010,117.04,CC10317,5751
Advertising,2008-2010,1871.32,CC10317,5752
Advertising,2008-2010,250.00,CC10487,5753
Utilities,2006-2008,300.00,CC10487,5754
Durable Assets,2006-2008,650.00,CC10487,5755
Vehicle,2008-2010,700.00,CC10487,5756
Food & Beverages,2006-2008,1000.00,CC10487,5757
Printing,2006-2008,600.00,CC10487,5758
Food & Beverages,2008-2010,750.00,CC10487,5759
Printing,2008-2010,975.00,CC10487,5760
Office Supplies,2008-2010,100.00,CC10487,5761
Lease/Rent,2010-2012,483.56,CC10188,5762
Office Supplies,2010-2012,33.84,CC10188,5763
Hawaii Election Campaign Fund,2006-2008,100.00,CC10188,5764
Bank Charges & Adjustments,2006-2008,5.00,CC10188,5765
Bank Charges & Adjustments,2010-2012,47.00,CC10188,5766
Bank Charges & Adjustments,2012-2014,150.67,CC10188,5767
Contribution to Community Organization,2012-2014,1100.00,CC10188,5768
Other,2010-2012,500.00,CC10188,5769
Contribution to Community Organization,2010-2012,1200.00,CC10188,5770
Food & Beverages,2012-2014,94.66,CC10188,5771
Filing Fee,2008-2010,250.00,CC10188,5772
Office Supplies,2006-2008,496.61,CC10188,5773
Professional Services,2008-2010,4323.05,CC10188,5774
Lease/Rent,2008-2010,1795.37,CC10188,5775
Postage/Mailing,2008-2010,15182.88,CC10188,5776
Postage/Mailing,2010-2012,5230.98,CC10188,5777
Printing,2008-2010,706.81,CC10188,5778
Professional Services,2006-2008,3945.43,CC10188,5779
Postage/Mailing,2006-2008,12641.16,CC10188,5780
Candidate Fundraiser Tickets,2006-2008,703.43,CC10188,5781
Lease/Rent,2006-2008,1149.00,CC10188,5782
Contribution to Community Organization,2006-2008,2050.00,CC10188,5783
Advertising,2010-2012,21165.79,CC10188,5784
Printing,2010-2012,7224.99,CC10188,5785
Food & Beverages,2010-2012,8723.59,CC10188,5786
Contribution to Community Organization,2008-2010,2000.00,CC10188,5787
Advertising,2008-2010,49002.54,CC10188,5788
"Surveys, Polls & Voter Lists",2006-2008,2252.44,CC10188,5789
Candidate Fundraiser Tickets,2008-2010,2268.95,CC10188,5790
Printing,2006-2008,16686.97,CC10188,5791
Filing Fee,2010-2012,250.00,CC10188,5792
Office Supplies,2008-2010,1690.17,CC10188,5793
Advertising,2006-2008,15405.52,CC10188,5794
Other,2008-2010,4424.62,CC10188,5795
Filing Fee,2006-2008,250.00,CC10188,5796
Food & Beverages,2006-2008,29620.25,CC10188,5797
Food & Beverages,2008-2010,27189.52,CC10188,5798
Other,2006-2008,4496.39,CC10188,5799
Advertising,2010-2012,4587.84,CC10705,5800
Other,2010-2012,255.00,CC10705,5801
Postage/Mailing,2010-2012,62.00,CC10705,5802
Other,2012-2014,94.00,CC10705,5803
Printing,2008-2010,2845.97,CC10705,5804
Advertising,2008-2010,418.66,CC10705,5805
Lease/Rent,2010-2012,202.80,CC10885,5806
Filing Fee,2010-2012,25.00,CC10885,5807
Postage/Mailing,2010-2012,2696.74,CC10885,5808
Office Supplies,2010-2012,715.60,CC10885,5809
Professional Services,2010-2012,134.21,CC10885,5810
Other,2010-2012,1602.90,CC10885,5811
Advertising,2010-2012,496.03,CC10885,5812
Printing,2010-2012,4602.21,CC10885,5813
Travel & Lodging,2010-2012,129.36,CC10885,5814
Food & Beverages,2010-2012,348.51,CC10885,5815
"Surveys, Polls & Voter Lists",2010-2012,163.10,CC10251,5816
Utilities,2006-2008,246.70,CC10251,5817
Utilities,2010-2012,276.40,CC10251,5818
Postage/Mailing,2012-2014,45.75,CC10251,5819
Filing Fee,2010-2012,250.00,CC10251,5820
Professional Services,2012-2014,100.00,CC10251,5821
Hawaii Election Campaign Fund,2012-2014,25.00,CC10251,5822
Professional Services,2008-2010,210.00,CC10251,5823
Filing Fee,2006-2008,250.00,CC10251,5824
Bank Charges & Adjustments,2006-2008,108.15,CC10251,5825
Utilities,2008-2010,628.99,CC10251,5826
Lease/Rent,2008-2010,5066.30,CC10251,5827
Lease/Rent,2006-2008,5535.01,CC10251,5828
Lease/Rent,2012-2014,3116.96,CC10251,5829
Printing,2006-2008,806.72,CC10251,5830
Durable Assets,2010-2012,3179.62,CC10251,5831
Lease/Rent,2010-2012,6036.66,CC10251,5832
Food & Beverages,2012-2014,6315.14,CC10251,5833
Advertising,2012-2014,640.00,CC10251,5834
Other,2012-2014,922.12,CC10251,5835
Office Supplies,2012-2014,189.20,CC10251,5836
Hawaii Election Campaign Fund,2010-2012,225.00,CC10251,5837
Bank Charges & Adjustments,2012-2014,111.95,CC10251,5838
Bank Charges & Adjustments,2010-2012,112.77,CC10251,5839
Bank Charges & Adjustments,2008-2010,497.50,CC10251,5840
Contribution to Community Organization,2006-2008,172.14,CC10251,5841
Postage/Mailing,2008-2010,2262.01,CC10251,5842
Professional Services,2006-2008,1062.77,CC10251,5843
Printing,2008-2010,1154.83,CC10251,5844
Printing,2012-2014,235.93,CC10251,5845
Candidate Fundraiser Tickets,2006-2008,1682.71,CC10251,5846
Advertising,2010-2012,17511.62,CC10251,5847
Contribution to Community Organization,2012-2014,2934.00,CC10251,5848
Office Supplies,2010-2012,1153.50,CC10251,5849
Filing Fee,2008-2010,250.00,CC10251,5850
Other,2008-2010,115.00,CC10251,5851
Other,2010-2012,1618.99,CC10251,5852
Contribution to Community Organization,2010-2012,2596.97,CC10251,5853
Travel & Lodging,2010-2012,897.67,CC10251,5854
Advertising,2008-2010,11397.77,CC10251,5855
Other,2006-2008,3955.06,CC10251,5856
Durable Assets,2006-2008,1597.58,CC10251,5857
Postage/Mailing,2010-2012,18322.75,CC10251,5858
Printing,2010-2012,38129.59,CC10251,5859
Postage/Mailing,2006-2008,1807.00,CC10251,5860
Vehicle,2008-2010,956.32,CC10251,5861
Food & Beverages,2006-2008,16684.59,CC10251,5862
Office Supplies,2006-2008,479.62,CC10251,5863
Vehicle,2006-2008,620.65,CC10251,5864
Durable Assets,2008-2010,356.00,CC10251,5865
Food & Beverages,2010-2012,41784.45,CC10251,5866
Advertising,2006-2008,6757.32,CC10251,5867
Vehicle,2010-2012,4897.83,CC10251,5868
Contribution to Community Organization,2008-2010,2120.00,CC10251,5869
Professional Services,2010-2012,5587.99,CC10251,5870
Food & Beverages,2008-2010,11864.67,CC10251,5871
Office Supplies,2008-2010,1681.09,CC10251,5872
Food & Beverages,2006-2008,350.00,CC10258,5873
Bank Charges & Adjustments,2006-2008,125.00,CC10258,5874
Professional Services,2008-2010,157.07,CC10258,5875
Professional Services,2010-2012,334.93,CC10258,5876
Bank Charges & Adjustments,2012-2014,113.07,CC10258,5877
Bank Charges & Adjustments,2008-2010,72.00,CC10258,5878
Bank Charges & Adjustments,2010-2012,288.00,CC10258,5879
Postage/Mailing,2008-2010,220.00,CC10639,5880
Bank Charges & Adjustments,2008-2010,6.56,CC10366,5881
Contribution to Community Organization,2006-2008,100.00,CC10366,5882
Office Supplies,2008-2010,46.22,CC10619,5883
Candidate Fundraiser Tickets,2008-2010,71.86,CC10619,5884
Hawaii Election Campaign Fund,2008-2010,4971.00,CC10366,5885
Postage/Mailing,2006-2008,154.00,CC10366,5886
Bank Charges & Adjustments,2006-2008,284.30,CC10366,5887
Vehicle,2010-2012,200.95,CC10619,5888
Travel & Lodging,2010-2012,125.00,CC10619,5889
Postage/Mailing,2008-2010,44.00,CC10619,5890
Food & Beverages,2010-2012,699.08,CC10619,5891
Contribution to Community Organization,2008-2010,600.00,CC10619,5892
Travel & Lodging,2008-2010,1111.74,CC10619,5893
Advertising,2008-2010,2097.18,CC10619,5894
Vehicle,2008-2010,2959.87,CC10619,5895
Bank Charges & Adjustments,2008-2010,2006.00,CC10619,5896
Food & Beverages,2008-2010,3288.20,CC10619,5897
Other,2008-2010,1300.17,CC10619,5898
Postage/Mailing,2010-2012,44.00,CC10619,5899
Office Supplies,2010-2012,671.84,CC10619,5900
Lease/Rent,2008-2010,1055.00,CC10619,5901
Advertising,2006-2008,1792.92,CC10366,5902
Printing,2006-2008,50.53,CC10366,5903
Office Supplies,2006-2008,108.65,CC10366,5904
Vehicle,2006-2008,1080.99,CC10366,5905
Food & Beverages,2006-2008,1311.37,CC10366,5906
Other,2006-2008,486.90,CC10366,5907
Travel & Lodging,2006-2008,1394.82,CC10366,5908
Utilities,2008-2010,28.09,CC10151,5909
Contribution to Community Organization,2008-2010,14230.81,CC10151,5910
Postage/Mailing,2006-2008,264.10,CC10151,5911
Utilities,2006-2008,56.18,CC10151,5912
"Surveys, Polls & Voter Lists",2006-2008,3643.98,CC10151,5913
Advertising,2006-2008,7319.11,CC10151,5914
Filing Fee,2006-2008,250.00,CC10151,5915
Lease/Rent,2006-2008,600.00,CC10151,5916
Office Supplies,2006-2008,192.03,CC10151,5917
Other,2006-2008,777.64,CC10151,5918
Contribution to Community Organization,2006-2008,100.00,CC10151,5919
Food & Beverages,2006-2008,4363.34,CC10151,5920
Bank Charges & Adjustments,2010-2012,2.75,CC10743,5921
Postage/Mailing,2010-2012,3.29,CC10743,5922
Contribution to Community Organization,2008-2010,10.00,CC10743,5923
Office Supplies,2008-2010,275.38,CC10743,5924
Vehicle,2010-2012,5.00,CC10743,5925
Food & Beverages,2010-2012,3.85,CC10743,5926
Other,2010-2012,31.88,CC10743,5927
