Reg No,Expenditure Category,Election Period,Amount
CC10478,"Vehicle, Gas & Parking",2006-2008,297.45
CC10478,Travel & Lodging,2006-2008,185.70
CC10478,"Filing Fee, Escheat, Fine",2006-2008,30.00
CC10478,"Printing, Postage, Mailing & Freight",2006-2008,4993.37
CC10478,Postage/Mailing,2006-2008,42.00
CC10479,Campaign Headquarters,2006-2008,50.00
CC10479,"Bank Charges, Merchant Fees & Adjustments",2006-2008,70.25
CC10479,"Advertising, Media & Collateral Materials",2006-2008,16063.58
CC10479,Postage/Mailing,2006-2008,1218.00
CC10479,"Printing, Postage, Mailing & Freight",2006-2008,5063.02
CC10479,Travel & Lodging,2006-2008,259.81
CC10479,Other,2008-2010,1354.41
CC10480,"Contract, Employee & Professional Services",2006-2008,1200.00
CC10480,"Printing, Postage, Mailing & Freight",2006-2008,180.00
CC10480,Other,2006-2008,177.84
CC10480,Campaign Headquarters,2006-2008,416.66
CC10480,Office Supplies,2006-2008,129.99
CC10480,"Advertising, Media & Collateral Materials",2006-2008,1635.40
CC10481,Travel & Lodging,2006-2008,60.00
CC10481,"Surveys, Polls, Research & Voter Lists",2006-2008,197.36
CC10481,Campaign Headquarters,2006-2008,175.00
CC10481,"Printing, Postage, Mailing & Freight",2006-2008,330.20
CC10481,Durable Assets (Supplies/Equipment),2006-2008,911.44
CC10481,Food & Beverages,2006-2008,50.00
CC10481,"Contract, Employee & Professional Services",2006-2008,222.85
CC10481,"Advertising, Media & Collateral Materials",2006-2008,312.50
CC10482,"Printing, Postage, Mailing & Freight",2004-2008,2914.87
CC10482,"Advertising, Media & Collateral Materials",2004-2008,2670.84
CC10483,Other,2006-2008,0.00
CC10483,Contribution to Political Party,2006-2008,250.00
CC10483,Office Supplies,2006-2008,653.18
CC10483,"Bank Charges, Merchant Fees & Adjustments",2006-2008,45.15
CC10483,Postage/Mailing,2006-2008,505.79
CC10483,"Filing Fee, Escheat, Fine",2006-2008,25.00
CC10483,Durable Assets (Supplies/Equipment),2006-2008,282.26
CC10483,"Advertising, Media & Collateral Materials",2006-2008,516.95
CC10487,Durable Assets (Supplies/Equipment),2006-2008,650.00
CC10487,"Printing, Postage, Mailing & Freight",2006-2008,600.00
CC10487,Food & Beverages,2006-2008,1000.00
CC10487,Utilities,2006-2008,300.00
CC10487,Office Supplies,2008-2010,100.00
CC10487,"Printing, Postage, Mailing & Freight",2008-2010,975.00
CC10487,"Advertising, Media & Collateral Materials",2008-2010,250.00
CC10487,"Vehicle, Gas & Parking",2008-2010,700.00
CC10487,Food & Beverages,2008-2010,750.00
CC10488,Postage/Mailing,2006-2008,567.00
CC10488,"Contract, Employee & Professional Services",2006-2008,1562.70
CC10488,Other,2006-2008,2227.99
CC10488,"Bank Charges, Merchant Fees & Adjustments",2006-2008,19.75
CC10488,"Advertising, Media & Collateral Materials",2006-2008,16057.71
CC10488,Durable Assets (Supplies/Equipment),2006-2008,148.07
CC10488,"Printing, Postage, Mailing & Freight",2006-2008,1883.32
CC10488,Office Supplies,2006-2008,632.25
CC10488,Food & Beverages,2006-2008,5220.31
CC10488,Office Supplies,2008-2010,2407.69
CC10488,Utilities,2008-2010,376.86
CC10488,Food & Beverages,2008-2010,2994.86
CC10488,Other,2008-2010,2780.00
CC10488,"Printing, Postage, Mailing & Freight",2008-2010,159.37
CC10488,Durable Assets (Supplies/Equipment),2008-2010,883.89
CC10488,Donations,2008-2010,986.00
CC10488,"Contract, Employee & Professional Services",2008-2010,800.00
CC10488,"Advertising, Media & Collateral Materials",2008-2010,1763.23
CC10489,"Printing, Postage, Mailing & Freight",2006-2008,211.98
CC10489,"Advertising, Media & Collateral Materials",2006-2008,5925.63
CC10489,Food & Beverages,2006-2008,1716.94
CC10489,Campaign Headquarters,2006-2008,900.00
CC10489,Other,2010-2012,1814.03
CC10491,"Advertising, Media & Collateral Materials",2006-2008,2820.03
CC10491,Other,2006-2008,0.00
CC10491,"Printing, Postage, Mailing & Freight",2008-2010,441.12
CC10492,Other,2006-2008,392.87
CC10492,"Advertising, Media & Collateral Materials",2006-2008,2829.35
CC10492,Food & Beverages,2006-2008,86.62
CC10492,"Bank Charges, Merchant Fees & Adjustments",2006-2008,2.50
CC10492,Postage/Mailing,2008-2010,38.08
CC10492,"Advertising, Media & Collateral Materials",2008-2010,1599.42
CC10492,Other,2008-2010,309.99
CC10492,Office Supplies,2008-2010,9.16
CC10492,Food & Beverages,2008-2010,2785.96
CC10492,Postage/Mailing,2010-2012,487.01
CC10492,"Advertising, Media & Collateral Materials",2010-2012,6638.67
CC10492,Food & Beverages,2010-2012,661.60
CC10492,Travel & Lodging,2010-2012,266.96
CC10492,Other,2010-2012,430.26
CC10492,"Printing, Postage, Mailing & Freight",2010-2012,605.21
CC10492,"Advertising, Media & Collateral Materials",2012-2014,342.63
CC10492,Donations,2016-2018,1119.88
CC10492,Hawaii Election Campaign Fund,2016-2018,250.00
CC10494,Campaign Headquarters,2004-2008,45.00
CC10494,Donations,2004-2008,33.46
CC10494,Office Supplies,2004-2008,546.51
CC10494,"Advertising, Media & Collateral Materials",2004-2008,2516.80
CC10494,Postage/Mailing,2004-2008,14354.99
CC10494,Food & Beverages,2004-2008,2734.73
CC10494,"Filing Fee, Escheat, Fine",2004-2008,250.00
CC10494,Hawaii Election Campaign Fund,2004-2008,50.00
CC10494,Contribution to Political Party,2008-2012,115.00
CC10494,"Advertising, Media & Collateral Materials",2008-2012,24239.46
CC10494,Durable Assets (Supplies/Equipment),2008-2012,159.98
CC10494,Candidate Fundraiser Tickets,2008-2012,1173.60
CC10494,Campaign Headquarters,2008-2012,455.11
CC10494,Postage/Mailing,2008-2012,19046.09
CC10494,Office Supplies,2008-2012,3806.77
CC10494,"Printing, Postage, Mailing & Freight",2008-2012,10347.39
CC10494,Food & Beverages,2008-2012,19442.26
CC10494,Utilities,2008-2012,1234.76
CC10494,"Surveys, Polls, Research & Voter Lists",2008-2012,8.00
CC10494,"Bank Charges, Merchant Fees & Adjustments",2008-2012,430.22
CC10494,"Contract, Employee & Professional Services",2008-2012,11074.84
CC10494,Donations,2008-2012,10915.51
CC10494,Other,2008-2012,13108.82
CC10494,Hawaii Election Campaign Fund,2008-2012,574.00
CC10494,Travel & Lodging,2008-2012,1145.82
CC10494,Insurance,2008-2012,366.24
CC10494,"Filing Fee, Escheat, Fine",2012-2014,550.00
CC10494,Office Supplies,2012-2014,1734.17
CC10494,"Bank Charges, Merchant Fees & Adjustments",2012-2014,495.39
CC10494,Contribution to Political Party,2012-2014,525.00
CC10494,Other,2012-2014,6414.04
CC10494,Utilities,2012-2014,52.43
CC10494,Travel & Lodging,2012-2014,2160.10
CC10494,Donations,2012-2014,13439.07
CC10494,Campaign Headquarters,2012-2014,30.00
CC10494,"Surveys, Polls, Research & Voter Lists",2012-2014,603.72
CC10494,Candidate Fundraiser Tickets,2012-2014,10385.29
CC10494,"Printing, Postage, Mailing & Freight",2012-2014,28277.69
CC10494,"Contract, Employee & Professional Services",2012-2014,13029.85
CC10494,Food & Beverages,2012-2014,28027.53
CC10494,Postage/Mailing,2012-2014,6380.75
CC10494,"Advertising, Media & Collateral Materials",2012-2014,41773.89
CC10494,Travel & Lodging,2014-2018,866.07
CC10494,Postage/Mailing,2014-2018,15080.00
CC10494,"Contract, Employee & Professional Services",2014-2018,68330.60
CC10494,"Bank Charges, Merchant Fees & Adjustments",2014-2018,1310.50
CC10494,Contribution to Political Party,2014-2018,887.64
CC10494,"Advertising, Media & Collateral Materials",2014-2018,22871.19
CC10494,"Printing, Postage, Mailing & Freight",2014-2018,55011.91
CC10494,Membership & Subscription Fees,2014-2018,929.00
CC10494,Utilities,2014-2018,465.00
CC10494,Campaign Headquarters,2014-2018,407.48
CC10494,Other,2014-2018,8207.34
CC10494,Candidate Fundraiser Tickets,2014-2018,28400.00
CC10494,Office Supplies,2014-2018,2427.00
CC10494,Donations,2014-2018,26948.21
CC10494,Food & Beverages,2014-2018,31947.07
CC10494,Other,2018-2022,2741.31
CC10494,Candidate Fundraiser Tickets,2018-2022,12100.00
CC10494,Postage/Mailing,2018-2022,67.78
CC10494,"Contract, Employee & Professional Services",2018-2022,10989.33
CC10494,"Bank Charges, Merchant Fees & Adjustments",2018-2022,1808.99
CC10494,"Filing Fee, Escheat, Fine",2018-2022,316.67
CC10494,Contribution to Political Party,2018-2022,6125.00
CC10494,Events & Activities,2018-2022,68.06
CC10494,Durable Assets (Supplies/Equipment),2018-2022,994.75
CC10494,Membership & Subscription Fees,2018-2022,1078.55
CC10494,"Vehicle, Gas & Parking",2018-2022,26.00
CC10494,Food & Beverages,2018-2022,8526.10
CC10494,"Advertising, Media & Collateral Materials",2018-2022,20165.60
CC10494,"Printing, Postage, Mailing & Freight",2018-2022,33808.49
CC10494,Office Supplies,2018-2022,1707.84
CC10494,Campaign Headquarters,2018-2022,316.00
CC10494,Donations,2018-2022,21412.36
CC10496,Other,2006-2008,1632.46
CC10496,Food & Beverages,2006-2008,8.55
CC10496,"Advertising, Media & Collateral Materials",2006-2008,478.01
CC10496,Postage/Mailing,2006-2008,1849.35
CC10496,"Printing, Postage, Mailing & Freight",2006-2008,1737.03
CC10496,Office Supplies,2006-2008,67.27
CC10496,Donations,2006-2008,75.00
CC10496,"Bank Charges, Merchant Fees & Adjustments",2006-2008,10.00
CC10497,"Bank Charges, Merchant Fees & Adjustments",2006-2008,5.00
CC10497,Other,2006-2008,3044.44
CC10497,Food & Beverages,2006-2008,300.00
CC10497,Office Supplies,2006-2008,91.86
CC10497,"Printing, Postage, Mailing & Freight",2006-2008,14631.14
CC10497,"Surveys, Polls, Research & Voter Lists",2006-2008,197.36
CC10497,Postage/Mailing,2006-2008,3946.17
CC10497,Office Supplies,2008-2010,629.13
CC10497,Candidate Fundraiser Tickets,2008-2010,200.00
CC10497,Food & Beverages,2008-2010,1180.20
CC10497,Contribution to Political Party,2008-2010,250.00
CC10497,Donations,2008-2010,3234.06
CC10498,"Advertising, Media & Collateral Materials",2004-2008,58998.49
CC10498,"Printing, Postage, Mailing & Freight",2004-2008,2364.28
CC10498,"Filing Fee, Escheat, Fine",2004-2008,25.00
CC10498,Other,2004-2008,3159.13
CC10498,"Contract, Employee & Professional Services",2004-2008,350.00
CC10498,Postage/Mailing,2004-2008,68.42
CC10498,"Bank Charges, Merchant Fees & Adjustments",2004-2008,93.37
CC10498,Office Supplies,2004-2008,51.58
CC10498,Food & Beverages,2004-2008,692.43
CC10498,Utilities,2004-2008,172.62
CC10498,"Bank Charges, Merchant Fees & Adjustments",2008-2012,40.00
CC10499,"Advertising, Media & Collateral Materials",2006-2008,11087.67
CC10499,"Bank Charges, Merchant Fees & Adjustments",2006-2008,148.00
CC10499,"Surveys, Polls, Research & Voter Lists",2006-2008,127.75
CC10499,Office Supplies,2006-2008,654.65
CC10499,Postage/Mailing,2006-2008,84.00
CC10499,"Printing, Postage, Mailing & Freight",2006-2008,943.23
CC10501,Other,2006-2008,2031.03
CC10501,"Surveys, Polls, Research & Voter Lists",2006-2008,50.00
CC10501,Office Supplies,2006-2008,126.76
CC10501,"Filing Fee, Escheat, Fine",2006-2008,25.00
CC10501,"Printing, Postage, Mailing & Freight",2006-2008,38.54
CC10502,Campaign Headquarters,2006-2008,75.00
CC10502,Other,2006-2008,1803.50
CC10502,Employee Services,2006-2008,300.00
CC10502,Food & Beverages,2006-2008,558.50
CC10502,"Bank Charges, Merchant Fees & Adjustments",2006-2008,5.00
CC10503,Other,2010-2012,150.00
CC10503,"Filing Fee, Escheat, Fine",2010-2012,25.00
CC10503,"Printing, Postage, Mailing & Freight",2012-2014,400.00
CC10503,Food & Beverages,2012-2014,286.06
CC10503,Office Supplies,2012-2014,130.50
CC10503,"Advertising, Media & Collateral Materials",2012-2014,638.66
CC10503,Other,2012-2014,350.56
CC10503,"Filing Fee, Escheat, Fine",2012-2014,25.00
CC10503,Campaign Headquarters,2012-2014,74.00
CC10504,Other,2006-2008,898.98
CC10504,Office Supplies,2006-2008,62.08
CC10504,"Bank Charges, Merchant Fees & Adjustments",2006-2008,92.45
CC10504,Campaign Headquarters,2006-2008,583.23
CC10504,Candidate Fundraiser Tickets,2006-2008,93.19
CC10504,"Surveys, Polls, Research & Voter Lists",2006-2008,731.29
CC10504,Postage/Mailing,2006-2008,2495.41
CC10504,"Printing, Postage, Mailing & Freight",2006-2008,22730.86
CC10504,Food & Beverages,2006-2008,4007.87
CC10504,"Contract, Employee & Professional Services",2006-2008,152.41
CC10504,Campaign Headquarters,2008-2010,425.54
CC10504,Food & Beverages,2008-2010,6863.17
CC10504,"Surveys, Polls, Research & Voter Lists",2008-2010,310.00
CC10504,Donations,2008-2010,275.00
CC10504,"Printing, Postage, Mailing & Freight",2008-2010,10669.31
CC10504,Other,2008-2010,5446.11
CC10504,Postage/Mailing,2008-2010,7371.01
CC10504,"Bank Charges, Merchant Fees & Adjustments",2008-2010,60.22
CC10504,"Filing Fee, Escheat, Fine",2008-2010,250.00
CC10504,Office Supplies,2008-2010,81.81
CC10504,Candidate Fundraiser Tickets,2008-2010,2500.00
CC10504,"Advertising, Media & Collateral Materials",2008-2010,7554.20
CC10504,"Contract, Employee & Professional Services",2008-2010,1192.90
CC10504,Donations,2010-2012,575.00
CC10504,"Filing Fee, Escheat, Fine",2010-2012,250.00
CC10504,Food & Beverages,2010-2012,8395.56
CC10504,Postage/Mailing,2010-2012,3895.30
CC10504,Candidate Fundraiser Tickets,2010-2012,7850.00
CC10504,"Advertising, Media & Collateral Materials",2010-2012,1240.00
CC10504,"Vehicle, Gas & Parking",2010-2012,900.32
CC10504,"Printing, Postage, Mailing & Freight",2010-2012,9125.93
CC10504,Office Supplies,2010-2012,281.08
CC10504,Travel & Lodging,2010-2012,1532.91
CC10504,Campaign Headquarters,2010-2012,667.77
CC10504,Other,2010-2012,8819.93
CC10504,"Surveys, Polls, Research & Voter Lists",2010-2012,400.00
CC10504,"Bank Charges, Merchant Fees & Adjustments",2010-2012,4.25
CC10504,Other,2012-2014,7101.30
CC10504,"Printing, Postage, Mailing & Freight",2012-2014,16840.28
CC10504,Candidate Fundraiser Tickets,2012-2014,2350.00
CC10504,"Vehicle, Gas & Parking",2012-2014,903.84
CC10504,Durable Assets (Supplies/Equipment),2012-2014,2729.33
CC10504,"Filing Fee, Escheat, Fine",2012-2014,275.00
CC10504,Donations,2012-2014,3113.85
CC10504,"Advertising, Media & Collateral Materials",2012-2014,1256.23
CC10504,Food & Beverages,2012-2014,5441.14
CC10504,Postage/Mailing,2012-2014,6534.96
CC10504,"Surveys, Polls, Research & Voter Lists",2012-2014,266.26
CC10504,"Contract, Employee & Professional Services",2012-2014,5000.00
CC10504,Office Supplies,2012-2014,967.47
CC10504,Food & Beverages,2014-2016,8069.33
CC10504,"Printing, Postage, Mailing & Freight",2014-2016,15765.97
CC10504,Postage/Mailing,2014-2016,14075.39
CC10504,"Filing Fee, Escheat, Fine",2014-2016,250.00
CC10504,"Vehicle, Gas & Parking",2014-2016,250.00
CC10504,"Contract, Employee & Professional Services",2014-2016,27648.62
CC10504,Other,2014-2016,20631.55
CC10504,Donations,2014-2016,3600.00
CC10504,Campaign Headquarters,2014-2016,549.02
CC10504,Candidate Fundraiser Tickets,2014-2016,1200.00
CC10504,"Surveys, Polls, Research & Voter Lists",2014-2016,523.56
CC10504,Office Supplies,2014-2016,612.70
CC10504,Travel & Lodging,2014-2016,340.40
CC10504,Contribution to Political Party,2016-2018,500.00
CC10504,"Bank Charges, Merchant Fees & Adjustments",2016-2018,96.00
CC10504,Food & Beverages,2016-2018,921.97
CC10504,"Printing, Postage, Mailing & Freight",2016-2018,255.72
CC10504,Office Supplies,2016-2018,754.94
CC10504,Candidate Fundraiser Tickets,2016-2018,1600.00
CC10504,Donations,2016-2018,1489.51
CC10504,Other,2016-2018,663.23
CC10505,"Bank Charges, Merchant Fees & Adjustments",2006-2008,7.41
CC10505,Office Supplies,2006-2008,359.39
CC10505,Postage/Mailing,2006-2008,93.24
CC10505,"Filing Fee, Escheat, Fine",2006-2008,80.00
CC10505,Other,2006-2008,539.48
CC10505,Travel & Lodging,2006-2008,1847.17
CC10505,Donations,2006-2008,25.00
CC10505,Food & Beverages,2006-2008,158.67
CC10505,"Advertising, Media & Collateral Materials",2006-2008,1637.14
CC10505,"Printing, Postage, Mailing & Freight",2006-2008,584.90
CC10507,Office Supplies,2006-2008,120.00
CC10507,"Advertising, Media & Collateral Materials",2006-2008,942.25
CC10508,"Advertising, Media & Collateral Materials",2004-2008,97808.52
CC10508,Office Supplies,2004-2008,383.97
CC10508,"Contract, Employee & Professional Services",2004-2008,47963.52
CC10508,"Surveys, Polls, Research & Voter Lists",2004-2008,250.00
CC10508,"Printing, Postage, Mailing & Freight",2004-2008,9368.37
CC10508,"Bank Charges, Merchant Fees & Adjustments",2004-2008,26.00
CC10508,Food & Beverages,2004-2008,967.64
CC10508,Other,2004-2008,1131.06
CC10508,Donations,2004-2008,169.24
CC10508,Campaign Headquarters,2004-2008,162.30
CC10508,Postage/Mailing,2004-2008,19546.26
CC10508,"Bank Charges, Merchant Fees & Adjustments",2008-2012,16.00
CC10508,"Surveys, Polls, Research & Voter Lists",2008-2012,738.21
CC10508,"Contract, Employee & Professional Services",2008-2012,5673.93
CC10508,"Printing, Postage, Mailing & Freight",2008-2012,41.88
CC10513,"Printing, Postage, Mailing & Freight",2006-2008,1528.05
CC10516,Postage/Mailing,2006-2008,126.42
CC10516,Hawaii Election Campaign Fund,2006-2008,50.00
CC10516,"Advertising, Media & Collateral Materials",2006-2008,2796.12
CC10516,"Surveys, Polls, Research & Voter Lists",2006-2008,197.36
CC10516,Utilities,2006-2008,373.98
CC10516,Food & Beverages,2006-2008,1760.44
CC10516,Office Supplies,2006-2008,101.88
CC10516,Other,2006-2008,50.00
CC10516,"Contract, Employee & Professional Services",2006-2008,1000.00
CC10516,Candidate Fundraiser Tickets,2006-2008,20.00
CC10517,"Printing, Postage, Mailing & Freight",2006-2008,908.08
CC10517,Hawaii Election Campaign Fund,2006-2008,50.00
CC10517,Other,2006-2008,716.00
CC10519,"Advertising, Media & Collateral Materials",2006-2008,5558.94
CC10519,"Surveys, Polls, Research & Voter Lists",2006-2008,100.00
CC10519,"Contract, Employee & Professional Services",2006-2008,385.46
CC10519,Postage/Mailing,2006-2008,8.40
CC10519,Food & Beverages,2006-2008,2582.63
CC10519,Travel & Lodging,2006-2008,124.80
CC10519,"Filing Fee, Escheat, Fine",2006-2008,50.00
CC10519,"Bank Charges, Merchant Fees & Adjustments",2006-2008,9.85
CC10519,Office Supplies,2006-2008,450.23
CC10519,"Printing, Postage, Mailing & Freight",2008-2010,910.20
CC10519,"Contract, Employee & Professional Services",2008-2010,23.00
CC10519,Office Supplies,2008-2010,173.03
CC10519,Other,2008-2010,0.00
CC10519,"Filing Fee, Escheat, Fine",2008-2010,25.00
CC10520,"Printing, Postage, Mailing & Freight",2004-2008,375.00
CC10520,"Contract, Employee & Professional Services",2004-2008,833.33
CC10520,"Advertising, Media & Collateral Materials",2004-2008,3121.74
CC10522,Insurance,2006-2010,1642.86
CC10522,Food & Beverages,2006-2010,54420.70
CC10522,Utilities,2006-2010,4643.62
CC10522,Campaign Headquarters,2006-2010,9497.60
CC10522,Contribution to Political Party,2006-2010,250.00
CC10522,Taxes & Insurance,2006-2010,397.06
CC10522,"Filing Fee, Escheat, Fine",2006-2010,500.00
CC10522,Postage/Mailing,2006-2010,71869.86
CC10522,"Printing, Postage, Mailing & Freight",2006-2010,52019.09
CC10522,"Surveys, Polls, Research & Voter Lists",2006-2010,36368.58
CC10522,"Contract, Employee & Professional Services",2006-2010,206139.01
CC10522,Office Supplies,2006-2010,3550.66
CC10522,"Advertising, Media & Collateral Materials",2006-2010,508112.58
